OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
403,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61003,-122.33452,1958,1.0,10,135918,0,135918,Office,Office,144570.0,,,,,91.0,44.40000153,46.79999924,111.0999985,114.0,6423556.5,6771618.5,2121203.0,False,Compliant,,193.72,1.43
404,2016,NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.61159,-122.33601,1914,1.0,4,79957,0,79957,"Office, Retail Store",Retail Store,35694.0,Office,29723.0,,,25.0,80.30000305,79.09999847,252.1000061,248.1999969,5252131.0,5171529.0,0.0,False,Compliant,,36.61,0.46
405,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61166,-122.33528,1921,1.0,4,127268,0,127268,"Non-Refrigerated Warehouse, Office, Retail Store",Office,62512.0,Retail Store,53971.0,Non-Refrigerated Warehouse,5000.0,71.0,63.5,63.5,171.5,171.5,7711757.5,7711757.5,714523.6875,True,Error - Correct Default Data,,148.11,1.16
406,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61125,-122.33494,1983,1.0,29,500000,0,500000,"Office, Parking, Retail Store",Office,411301.0,Parking,80005.0,Retail Store,14528.0,93.0,44.29999924,45.20000076,139.0,141.8999939,18848780.0,19249572.0,0.0,False,Compliant,,131.4,0.26
408,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61005,-122.3361,1926,0.0,10,132326,0,132326,"Office, Other, Retail Store",Office,92006.0,Other,12610.0,Retail Store,9835.0,72.0,52.70000076,53.70000076,159.8000031,163.0,6029020.0,6146691.5,328247.0938,False,Compliant,,65.2,0.49
409,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61033,-122.3357,1984,1.0,6,109830,13200,96630,"Office, Other, Parking, Retail Store",Office,83485.0,Parking,13200.0,Retail Store,5000.0,45.0,87.90000153,87.90000153,275.8999939,275.8999939,7335905.5,7335905.5,0.0,False,Compliant,,51.14,0.47
410,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60996,-122.33572,1973,0.0,19,332067,59280,272787,Hotel,Hotel,332067.0,,,,,6.0,113.8000031,114.4000015,251.3000031,249.3000031,37785552.0,37984148.0,15586014.0,False,Compliant,,1468.5,4.42
411,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60991,-122.33687,1910,1.0,10,130513,0,130513,"Office, Restaurant, Retail Store",Office,87391.0,Retail Store,32264.0,Restaurant,10858.0,49.0,89.30000305,90.40000153,204.1000061,205.3999939,11651200.0,11792293.0,631029.0,False,Compliant,,318.08,2.44
412,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60953,-122.33647,1920,1.0,8,60660,0,60660,"Office, Retail Store",Office,41958.0,Retail Store,4800.0,,,,55.29999924,55.29999924,173.6999969,173.6999969,2586116.0,2586116.0,0.0,False,Compliant,,18.03,0.3
413,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60902,-122.33674,1929,1.0,14,137350,0,137350,Office,Office,124508.0,,,,,89.0,51.09999847,54.79999924,125.4000015,129.1999969,6366084.5,6825027.0,2258855.25,False,Compliant,,202.99,1.48
414,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60923,-122.33625,1929,1.0,15,151039,0,151039,Office,Office,125473.0,,,,,84.0,43.40000153,0.0,92.30000305,0.0,5446624.0,0.0,2850077.75,False,Compliant,,238.09,1.58
415,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61022,-122.33745,1985,1.0,30,755000,134662,620338,"Bank Branch, Office, Other, Parking, Restaurant",Office,643083.0,Parking,126891.0,Restaurant,13422.0,72.0,78.09999847,80.69999695,217.1000061,224.3000031,52226204.0,53974556.0,519390.0,False,Compliant,,793.05,1.05
416,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60995,-122.33904,1906,1.0,4,63540,0,63540,Office,Office,56747.0,,,,,72.0,62.0,62.79999924,154.5,155.3999939,3518459.5,3564626.75,0.0,False,Compliant,,74.83,1.18
417,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60987,-122.33824,1927,1.0,10,130893,0,130893,"Medical Office, Office, Supermarket/Grocery Store",Office,87925.0,Supermarket/Grocery Store,27177.0,Medical Office,6644.0,80.0,57.20000076,58.79999924,179.6000061,184.8000031,6962073.0,7163323.5,0.0,False,Compliant,,48.54,0.37
418,2016,NonResidential,Mixed Use Property,98101.0,7,DOWNTOWN,47.60821,-122.33899,1910,1.0,5,79920,0,79920,"Office, Other, Retail Store",Office,39960.0,Retail Store,26640.0,Other,13320.0,,37.70000076,37.29999924,118.1999969,117.0,3009463.75,2977095.25,0.0,False,Compliant,,20.98,0.26
419,2016,Campus,Mixed Use Property,98101.0,7,DOWNTOWN,47.60881,-122.34119,1908,1.0,4,137400,0,137400,"Food Sales, Multifamily Housing, Office, Other - Education, Other - Restaurant/Bar, Pre-school/Daycare, Restaurant, Retail Store, Supermarket/Grocery Store",Retail Store,44078.0,Other - Restaurant/Bar,19182.0,Multifamily Housing,14380.0,,122.8000031,122.3000031,306.6000061,305.0,14940504.0,14879755.0,0.0,False,Compliant,,316.2,2.3
420,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61164,-122.33446,1996,1.0,6,147852,86429,61423,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,64821.0,Retail Store,40629.0,Other - Restaurant/Bar,13039.0,,157.5,157.5,407.7000122,407.7000122,9671619.0,9671619.0,0.0,False,Compliant,,185.03,1.25
421,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61185,-122.33421,1996,0.0,4,267335,166960,100375,"Movie Theater, Other - Restaurant/Bar, Parking",Parking,166960.0,Movie Theater,69947.0,Other - Restaurant/Bar,27400.0,,74.69999695,75.80000305,189.3999939,188.0,7273155.5,7378420.5,0.0,False,Compliant,,147.75,0.55
422,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61043,-122.33206,1989,1.0,56,1605578,389860,1215718,"Office, Other, Parking",Office,1314475.0,Parking,389860.0,Other,30744.0,97.0,36.79999924,37.90000153,110.3000031,113.3000031,49517704.0,50984500.0,915654.875,False,Compliant,,525.78,0.33
423,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60967,-122.33229,1980,1.0,36,794592,0,794592,"Office, Other, Parking",Office,748011.0,Parking,36606.0,Other,9975.0,96.0,35.20000076,36.09999847,108.6999969,111.4000015,26689658.0,27340878.0,0.0,False,Compliant,,216.43,0.27
424,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60909,-122.33202,1971,1.0,21,456304,93204,363100,"Office, Parking",Office,342952.0,Parking,106466.0,,,74.0,56.59999847,59.5,177.6000061,187.0,19397324.0,20421248.0,0.0,False,Compliant,,135.23,0.3
425,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61029,-122.34089,1986,1.0,12,115857,15140,100717,"Office, Parking, Restaurant",Office,104788.0,Parking,11844.0,Restaurant,528.0,89.0,45.20000076,45.20000076,141.8000031,141.8000031,4757299.5,4757299.5,0.0,False,Compliant,,33.17,0.29
426,2016,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61116,-122.34748,1999,1.0,4,87500,17500,70000,"Office, Other",Office,70090.0,Other,1672.0,,,72.0,63.40000153,63.40000153,199.1000061,199.1000061,4549892.0,4549892.0,0.0,False,Compliant,,31.72,0.36
427,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.6117,-122.34778,1998,1.0,11,374405,184776,189629,"Laboratory, Office",Office,150969.0,Laboratory,41829.0,,,72.0,69.09999847,69.09999847,217.1000061,217.1000061,13329024.0,13329024.0,0.0,False,Compliant,,92.92,0.25
428,2016,NonResidential,Other,98121.0,7,DOWNTOWN,47.61252,-122.34351,1985,1.0,12,193500,38000,155500,Other,Other,146689.0,,,,,,98.40000153,98.40000153,309.0,309.0,14436982.0,14436982.0,0.0,False,Compliant,,100.65,0.52
429,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61108,-122.34217,1923,1.0,11,102846,0,102846,"Office, Retail Store",Office,93879.0,Retail Store,7500.0,,,96.0,52.5,59.70000076,98.5,107.0,5327249.5,6047637.0,3480880.75,False,Compliant,,281.55,2.74
430,2016,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61304,-122.34059,1925,1.0,4,52800,0,52800,"Office, Restaurant",Office,38880.0,Restaurant,12960.0,,,83.0,46.90000153,48.20000076,123.0999985,123.6999969,2429021.0,2500323.75,0.0,False,Compliant,,44.48,0.84
432,2016,Campus,Mixed Use Property,98101.0,7,DOWNTOWN,47.61229,-122.33903,1913,3.0,10,258497,0,258497,"Data Center, Office, Parking, Restaurant, Retail Store",Parking,155000.0,Office,145594.0,Retail Store,103200.0,,77.30000305,80.09999847,214.6000061,218.0,20779796.0,21536130.0,3902781.25,False,Compliant,,418.9,1.62
433,2016,NonResidential,Retail Store,98181.0,7,DOWNTOWN,47.61098,-122.33815,1929,1.0,8,861702,0,861702,"Other, Retail Store",Retail Store,509342.0,Other,380639.0,,,,19.89999962,19.89999962,56.0,56.0,17666646.0,17666646.0,2927935.25,False,Compliant,,328.83,0.38
434,2016,NonResidential,Other,98101.0,7,EAST,47.61,-122.32922,1999,1.0,5,206950,97400,109550,Other,Other,206950.0,,,,,,93.19999695,92.30000305,277.5,272.7000122,19295226.0,19105426.0,1631750.25,False,Compliant,,249.09,1.2
435,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61195,-122.33167,1990,1.0,6,1400000,0,1400000,"Convention Center, Parking",Convention Center,1072000.0,Parking,686750.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,Non-Compliant,,0.0,0.0
436,2016,NonResidential,Other,98101.0,3,EAST,47.61048,-122.32837,1988,1.0,9,46710,0,46710,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,46710.0,,,,,,89.30000305,95.09999847,220.3000031,229.6000061,4169431.5,4439795.5,1447314.625,False,Compliant,,130.69,2.8
437,2016,NonResidential,Medical Office,98101.0,3,EAST,47.61048,-122.32837,1945,1.0,3,266000,104000,162000,"Medical Office, Parking",Medical Office,162000.0,Parking,104000.0,,,65.0,85.90000153,86.5,244.1999969,244.8000031,13911761.0,14009703.0,476741.8125,False,Compliant,,201.15,0.76
438,2016,NonResidential,Medical Office,98104.0,3,EAST,47.60921,-122.32425,1992,1.0,14,690158,407795,282363,"Medical Office, Parking",Medical Office,270384.0,Parking,270383.0,,,58.0,78.19999695,78.19999695,245.6999969,245.6999969,21156670.0,21156670.0,0.0,False,Compliant,,147.49,0.21
439,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,47.61915,-122.34857,2001,1.0,6,378443,177660,200783,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",Parking,164332.0,Office,108781.0,Data Center,54184.0,100.0,283.7000122,283.7000122,874.0999756,874.0999756,55073120.0,55073120.0,0.0,False,Compliant,,456.22,1.21
440,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,47.61915,-122.34857,2001,1.0,6,213834,104922,108912,"Data Center, Financial Office, Office, Other, Parking, Restaurant",Parking,104922.0,Data Center,54385.0,Office,37721.0,100.0,707.2999878,707.2999878,2217.800049,2217.800049,75073888.0,75073888.0,0.0,False,Compliant,,530.59,2.48
441,2016,NonResidential,Hotel,98109.0,7,LAKE UNION,47.62036,-122.34588,1979,1.0,5,109017,29409,79608,Hotel,Hotel,109017.0,,,,,34.0,86.90000153,89.0,199.1000061,205.8000031,9474745.0,9707963.0,0.0,False,Compliant,,243.66,2.24
443,2016,NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62177,-122.36158,1981,1.0,5,275734,38452,237282,"Office, Parking",Office,228504.0,Parking,47404.0,,,77.0,71.69999695,71.69999695,225.0,225.0,16373232.0,16373232.0,0.0,False,Compliant,,114.14,0.41
444,2016,NonResidential,Warehouse,98104.0,2,GREATER DUWAMISH,47.56064,-122.32522,2001,1.0,1,123061,0,123061,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,123061.0,,,,,59.0,16.20000076,16.20000076,50.70000076,50.70000076,1987934.625,1987934.625,0.0,False,Compliant,,13.86,0.11
446,2016,NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.54868,-122.3255,1963,1.0,1,59090,0,59090,"Distribution Center, Office",Distribution Center,40272.0,Office,18818.0,,,45.0,46.59999847,53.40000153,71.40000153,78.90000153,2756214.75,3153949.5,0.0,False,Compliant,,117.11,1.98
447,2016,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.5471,-122.32406,1963,1.0,1,106000,0,106000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106001.0,,,,,93.0,7.199999809,7.199999809,22.60000038,22.60000038,763364.5,763364.5,0.0,False,Compliant,,5.32,0.05
449,2016,NonResidential,Large Office,98102.0,4,LAKE UNION,47.63349,-122.32634,1962,1.0,3,158600,38400,120200,"Laboratory, Office, Parking",Office,125779.0,Parking,32821.0,Laboratory,20000.0,19.0,125.5999985,126.6999969,360.3999939,361.6000061,18309150.0,18471858.0,0.0,False,Compliant,,236.9,1.49
451,2016,NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.53764,-122.3232,1960,1.0,1,119661,0,119661,Distribution Center,Distribution Center,118733.0,,,,,97.0,6.5,6.5,20.5,20.5,775729.1875,775864.1875,0.0,False,Compliant,,5.44,0.05
452,2016,NonResidential,Large Office,98109.0,3,LAKE UNION,47.62958,-122.32826,2001,1.0,7,139200,44728,94472,Office,Office,82098.0,,,,,81.0,52.90000153,52.90000153,166.1000061,166.1000061,4342597.0,4342597.0,0.0,False,Compliant,,30.27,0.22
453,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62566,-122.34287,1984,1.0,6,95721,33921,61800,"Office, Parking",Office,95721.0,Parking,31746.0,,,95.0,32.0,33.0,100.5,103.5,3063504.5,3155171.75,0.0,False,Compliant,,21.36,0.22
456,2016,NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62929,-122.34194,1996,2.0,5,213283,115228,98055,"Office, Parking",Office,105563.0,Parking,0.0,,,83.0,53.59999847,53.59999847,168.3999939,168.3999939,5661689.5,5661689.5,0.0,False,Compliant,,39.47,0.19
457,2016,NonResidential,Large Office,98103.0,4,LAKE UNION,47.64776,-122.33924,2001,1.0,3,103697,47656,56041,Office,Office,63199.0,,,,,7.0,179.1000061,184.6999969,350.2999878,356.1000061,11319836.0,11672252.0,0.0,False,Compliant,,374.92,3.62
458,2016,NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,47.70105,-122.32659,1974,1.0,5,74880,0,74880,"Office, Parking",Office,71751.0,Parking,0.0,,,56.0,71.59999847,77.09999847,224.6999969,242.1000061,5134607.5,5531460.0,0.0,False,Compliant,,35.8,0.48
459,2016,NonResidential,Small- and Mid-Sized Office,98115.0,5,NORTH,47.69999,-122.32663,1979,1.0,6,88774,0,88774,"Office, Parking",Office,85339.0,Parking,0.0,,,53.0,70.59999847,74.40000153,221.8000031,233.8000031,6029121.5,6353294.0,0.0,False,Compliant,,42.03,0.47
460,2016,NonResidential,Large Office,98115.0,5,NORTH,47.69917,-122.3268,1983,1.0,5,122250,0,122250,"Adult Education, Bank Branch, Office, Parking",Office,91281.0,Adult Education,30177.0,Bank Branch,5931.0,93.0,43.5,43.5,136.3999939,136.3999939,5535626.0,5535626.0,0.0,False,Compliant,,38.59,0.32
461,2016,NonResidential,Small- and Mid-Sized Office,98115.0,5,NORTH,47.70063,-122.32487,1979,1.0,4,53730,0,53730,"Office, Parking",Office,53730.0,Parking,0.0,,,20.0,88.30000305,88.30000305,277.2000122,277.2000122,4742869.0,4742869.0,0.0,False,Compliant,,33.06,0.62
462,2016,NonResidential,Small- and Mid-Sized Office,98101.0,1,DELRIDGE,47.5671,-122.36416,1960,1.0,3,55593,0,55593,Office,Office,55593.0,,,,,55.0,76.0,79.40000153,186.6999969,190.1999969,4224872.5,4414587.0,0.0,False,Compliant,,93.23,1.68
463,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.62269,-122.33224,1982,1.0,4,134056,60960,73096,"Office, Parking",Office,72066.0,Parking,59137.0,,,54.0,65.19999695,68.0,204.6000061,213.5,4695139.0,4899096.0,0.0,False,Compliant,,32.73,0.24
464,2016,NonResidential,Retail Store,98199.0,2,GREATER DUWAMISH,47.5653,-122.33076,2005,1.0,1,158415,0,158415,Retail Store,Retail Store,158415.0,,,,,25.0,141.3999939,147.0,358.6000061,364.5,22394416.0,23293664.0,0.0,False,Compliant,,454.49,2.87
465,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.61907,-122.33651,1929,1.0,8,287819,0,287819,"Data Center, Office, Other, Restaurant",Office,155985.0,Data Center,88350.0,Other,15630.0,,176.0,174.6000061,550.7000122,545.9000244,48406556.0,48037000.0,0.0,False,Compliant,,349.07,1.21
466,2016,NonResidential,Other,98101.0,3,EAST,47.60953,-122.32793,1975,1.0,8,158738,0,158738,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,158738.0,,,,,,389.1000061,385.6000061,1026.599976,1001.0,61762380.0,61214744.0,5650343.5,False,Compliant,,1268.87,7.99
492,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62003,-122.35706,1985,1.0,4,86995,28800,58195,"Office, Parking",Office,58195.0,Parking,28800.0,,,81.0,51.40000153,51.90000153,161.3999939,162.8000031,2991674.75,3018140.75,0.0,False,Compliant,,20.86,0.24
467,2016,NonResidential,Retail Store,98107.0,6,BALLARD,47.66057,-122.36857,1999,1.0,1,164437,0,164437,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,102653.0,Supermarket/Grocery Store,74102.0,Parking,0.0,62.0,104.0,107.6999969,276.0,278.0,18390344.0,19031574.0,0.0,False,Compliant,,326.18,1.98
468,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.62402,-122.33755,2009,1.0,5,184482,66234,118248,"Office, Other, Parking",Office,118016.0,Parking,66234.0,Other,1595.0,95.0,47.40000153,49.09999847,148.5,153.6000061,5671256.0,5869476.5,0.0,False,Compliant,,40.47,0.22
469,2016,NonResidential,Laboratory,98109.0,7,LAKE UNION,47.62348,-122.33743,1928,1.0,3,55200,0,55200,"Data Center, Laboratory",Laboratory,54880.0,Data Center,320.0,,,,210.0,218.6999969,504.5,509.0,11594121.0,12072969.0,0.0,False,Compliant,,269.71,4.89
470,2016,NonResidential,Laboratory,98109.0,7,LAKE UNION,47.62254,-122.33753,2003,1.0,4,241159,111793,129366,Laboratory,Laboratory,176171.0,,,,,,191.3999939,197.1999969,442.7999878,449.0,33713876.0,34746128.0,0.0,False,Compliant,,849.83,3.52
471,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.62286,-122.33804,2004,1.0,6,139282,52582,86700,"Financial Office, Food Service, Office, Other, Parking",Office,79384.0,Parking,52582.0,Financial Office,3027.0,96.0,37.29999924,37.29999924,117.3000031,117.3000031,3238216.0,3238216.0,0.0,False,Compliant,,22.57,0.16
473,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.62383,-122.3356,2009,1.0,5,271071,98700,172371,"Medical Office, Office, Parking",Office,168132.0,Parking,96918.0,Medical Office,16862.0,96.0,42.40000153,43.0,131.5,133.3000031,7851334.5,7960023.0,0.0,False,Compliant,,61.93,0.23
474,2016,NonResidential,Warehouse,98109.0,3,LAKE UNION,47.62572,-122.33389,1914,1.0,5,127800,0,127800,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,127800.0,,,,,56.0,21.70000076,22.0,64.40000153,64.69999695,2767491.0,2811924.5,0.0,False,Compliant,,29.53,0.23
475,2016,NonResidential,Large Office,98109.0,3,LAKE UNION,47.62855,-122.33035,2002,1.0,5,560516,206597,353919,"Office, Parking",Office,372503.0,Parking,189133.0,,,71.0,80.80000305,81.59999847,202.1999969,200.6000061,30083496.0,30401640.0,0.0,False,Compliant,,632.4,1.13
476,2016,NonResidential,Large Office,98109.0,3,LAKE UNION,47.62621,-122.33128,2001,1.0,6,226592,95000,131592,"Office, Parking",Office,131592.0,Parking,83178.0,,,49.0,90.90000153,89.80000305,281.6000061,278.0,11963428.0,11812678.0,0.0,False,Compliant,,94.64,0.42
477,2016,Campus,Other,98109.0,3,LAKE UNION,47.62855,-122.33035,1997,1.0,5,535947,0,535947,"Other, Parking",Other,535947.0,Parking,103983.0,,,,245.1000061,255.8000031,509.3999939,515.5999756,131373880.0,137106112.0,0.0,False,Compliant,,3995.45,7.45
480,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,47.62121,-122.33885,2003,1.0,5,159700,50654,109046,"Office, Other, Parking, Retail Store",Other,72407.0,Parking,49314.0,Office,37406.0,,270.3999939,275.1000061,650.5999756,655.5,31371618.0,31915486.0,0.0,False,Compliant,,726.96,4.55
481,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.62137,-122.33744,2006,1.0,4,209816,73673,136143,"Fitness Center/Health Club/Gym, Office, Parking, Restaurant",Office,113803.0,Parking,79091.0,Fitness Center/Health Club/Gym,15803.0,97.0,51.0,51.0,135.1999969,135.1999969,6917478.5,6917478.5,0.0,False,Compliant,,122.68,0.58
482,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.62131,-122.33814,2006,1.0,6,303103,109905,193198,"Bank Branch, Office, Parking",Office,178628.0,Parking,99368.0,Bank Branch,6015.0,97.0,40.70000076,40.90000153,123.6999969,123.9000015,7519466.5,7554767.0,0.0,False,Compliant,,69.59,0.23
484,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,47.62002,-122.33687,1954,1.0,3,67380,0,67380,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",Non-Refrigerated Warehouse,29732.0,Office,17372.0,Other - Entertainment/Public Assembly,13639.0,66.0,42.09999847,46.79999924,94.19999695,99.19999695,2755829.0,3066491.25,0.0,False,Compliant,,74.1,1.1
487,2016,NonResidential,Laboratory,98109.0,7,LAKE UNION,47.62405,-122.34036,1963,1.0,4,102235,0,102235,Laboratory,Laboratory,103135.0,,,,,,236.5,241.5,559.5,559.7000122,24395228.0,24903228.0,0.0,False,Compliant,,587.16,5.74
488,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,47.62405,-122.34036,2008,1.0,5,436497,153684,282813,"Laboratory, Office, Parking",Laboratory,175364.0,Parking,173235.0,Office,88901.0,,171.1999969,180.1999969,417.0,427.6000061,45252356.0,47629656.0,0.0,False,Compliant,,1019.53,2.34
489,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62115,-122.3597,1974,1.0,5,88062,20826,67236,"Office, Parking",Office,64752.0,Parking,21396.0,,,80.0,52.70000076,55.0,165.6000061,172.6000061,3415561.25,3558562.5,0.0,False,Compliant,,23.81,0.27
490,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1972,1.0,5,87178,20416,66762,"Office, Parking",Office,66648.0,Parking,15167.0,,,69.0,54.5,57.59999847,171.1000061,180.8000031,3632613.75,3838006.75,0.0,False,Compliant,,25.32,0.29
491,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1970,1.0,5,87178,20416,66762,"Office, Parking",Office,66747.0,Parking,28285.0,,,86.0,52.29999924,55.5,164.3000031,174.3000031,3493093.75,3705629.0,0.0,False,Compliant,,24.35,0.28
493,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62014,-122.35768,1971,1.0,5,88000,21600,66400,"Office, Parking",Office,69691.0,Parking,17487.0,,,75.0,50.0,0.0,157.0,0.0,3484915.5,0.0,0.0,False,Compliant,,24.29,0.28
494,2016,NonResidential,Medical Office,98105.0,4,NORTHEAST,47.65821,-122.31831,1988,1.0,4,196749,88405,108344,"Medical Office, Parking",Medical Office,108344.0,Parking,88405.0,,,5.0,176.8999939,182.0,411.5,416.2999878,19165116.0,19718338.0,0.0,False,Compliant,,477.87,2.43
495,2016,NonResidential,Medical Office,98105.0,4,NORTHEAST,47.65884,-122.3183,1994,1.0,4,191276,95281,95995,Medical Office,Medical Office,95995.0,,,,,21.0,87.69999695,87.69999695,266.3999939,266.3999939,8422861.0,8422861.0,0.0,False,Compliant,,77.99,0.41
496,2016,NonResidential,Self-Storage Facility,98107.0,6,BALLARD,47.66838,-122.3931,1946,2.0,2,111445,0,111445,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Restaurant/Bar, Outpatient Rehabilitation/Physical Therapy, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant, Retail Store, Self-Storage Facility, Vocat",,,,,,,,47.79999924,51.0,103.0,106.4000015,5697472.5,6076957.0,0.0,False,Compliant,,163.83,1.47
497,2016,NonResidential,Warehouse,98126.0,1,SOUTHWEST,47.56885,-122.37121,1997,1.0,4,98475,0,98475,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98475.0,,,,,83.0,11.10000038,12.0,27.89999962,28.89999962,1090496.625,1178591.625,0.0,False,Compliant,,22.44,0.23
498,2016,NonResidential,Hospital,98109.0,3,LAKE UNION,47.62667,-122.32965,2000,1.0,7,351530,150455,201075,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),215602.0,,,,,23.0,198.1000061,200.3000031,467.6000061,465.1000061,42709624.0,43178016.0,0.0,False,Compliant,,1032.63,2.94
500,2016,NonResidential,Supermarket / Grocery Store,98125.0,5,NORTH,47.7237,-122.29232,1995,1.0,2,308965,187878,121087,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,121087.0,Parking,0.0,Parking,0.0,78.0,119.9000015,122.5999985,310.2000122,310.8999939,14512786.0,14843382.0,0.0,False,Compliant,,277.98,0.9
503,2016,NonResidential,Supermarket / Grocery Store,98134.0,2,GREATER DUWAMISH,47.56895,-122.33775,2008,1.0,1,63225,0,63225,Supermarket/Grocery Store,Supermarket/Grocery Store,63225.0,,,,,100.0,103.1999969,103.1999969,323.8999939,323.8999939,6522551.5,6522551.5,0.0,False,Compliant,,45.47,0.72
504,2016,Nonresidential COS,Other,98118.0,1,DELRIDGE,47.56548,-122.35378,1955,0.0,1,113780,0,113780,"Office, Other - Services",Other - Services,91532.0,Office,22248.0,,,,31.39999962,35.29999924,60.0,64.09999847,3574542.25,4021869.0,0.0,False,Compliant,,121.98,1.07
507,2016,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56419,-122.34262,1999,1.0,1,243044,0,243044,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,325424.0,,,,,100.0,4.300000191,4.300000191,9.0,9.0,1396082.25,1396082.25,0.0,False,Compliant,,41.8,0.17
